Bus_ID,Route,Latitude,Longitude,Traffic,Weather,Arrival_Time
B1949,Route-16,13.030336,80.192126,Low,Sunny,13
B1950,Route-9,13.023651,80.389655,Medium,Sunny,13
B1951,Route-6,13.165505,80.122987,Medium,Sunny,18
B1952,Route-2,12.969366,80.269121,Medium,Rainy,25
B1953,Route-10,13.20915,80.304998,Medium,Cloudy,19
B1954,Route-20,12.917185,80.13707,Low,Cloudy,18
B1955,Route-10,13.151199,80.297671,Medium,Sunny,20
B1956,Route-19,12.855037,80.215016,Medium,Sunny,13
B1957,Route-12,12.987986,80.326893,Low,Sunny,8
B1958,Route-19,13.005249,80.379958,Low,Sunny,13
B1959,Route-18,12.8542,80.36278,Medium,Sunny,15
B1960,Route-7,13.296789,80.152465,Low,Sunny,11
B1961,Route-20,12.816235,80.323006,Low,Sunny,11
B1962,Route-19,12.986154,80.176399,Low,Sunny,12
B1963,Route-11,12.951312,80.237995,Medium,Cloudy,12
B1964,Route-15,12.805005,80.364723,Low,Rainy,13
B1965,Route-6,12.858166,80.391035,Medium,Sunny,12
B1966,Route-1,12.850471,80.159703,Low,Sunny,14
B1967,Route-2,13.277532,80.283278,High,Sunny,27
B1968,Route-8,13.18364,80.378,Medium,Sunny,12
B1969,Route-17,13.000485,80.205213,Medium,Sunny,14
B1970,Route-7,13.082871,80.104593,Low,Cloudy,12
B1971,Route-6,12.983361,80.131742,Medium,Sunny,15
B1972,Route-12,12.995119,80.273569,High,Rainy,29
B1973,Route-7,13.221572,80.293264,Low,Sunny,14
B1974,Route-18,12.910536,80.318763,Medium,Sunny,20
B1975,Route-7,12.805276,80.127428,Low,Sunny,15
B1976,Route-15,12.809041,80.220099,Low,Sunny,9
B1977,Route-18,13.036495,80.255906,High,Rainy,27
B1978,Route-2,13.290711,80.129213,High,Cloudy,29
B1979,Route-1,13.074706,80.27726,High,Sunny,27
B1980,Route-20,13.213434,80.268797,High,Sunny,19
B1981,Route-2,13.233862,80.229635,Low,Cloudy,16
B1982,Route-18,13.282216,80.315361,Low,Rainy,19
B1983,Route-16,12.841629,80.317367,High,Sunny,24
B1984,Route-8,13.188955,80.214709,Medium,Cloudy,21
B1985,Route-9,13.224303,80.366593,Medium,Cloudy,19
B1986,Route-6,13.080974,80.194369,Low,Sunny,10
B1987,Route-9,13.072875,80.207827,Medium,Cloudy,20
B1988,Route-11,13.033342,80.115813,High,Sunny,17
B1989,Route-4,13.010756,80.128319,Medium,Sunny,17
B1990,Route-4,12.85261,80.301606,High,Cloudy,26
B1991,Route-7,13.007066,80.309359,High,Rainy,36
B1992,Route-9,13.084615,80.376231,Medium,Sunny,19
B1993,Route-13,12.904529,80.354545,High,Sunny,18
B1994,Route-20,13.200401,80.289637,Medium,Sunny,17
B1995,Route-13,12.896346,80.281916,High,Cloudy,31
B1996,Route-3,13.244918,80.28016,High,Foggy,31
B1997,Route-18,13.054178,80.39755,High,Rainy,33
B1998,Route-12,13.163634,80.290126,Medium,Cloudy,13
B1999,Route-17,12.964765,80.232181,Low,Cloudy,20
